"Key","Title","Description","Municipality","DetailRegionCode"
"BU01640702","Woolder Es",,"GM0164","BU01640702"
"BU01640703","Weidedorp",,"GM0164","BU01640703"
"BU01640704","Bedrijvenpark Westermaat-Zuidoost",,"GM0164","BU01640704"
"BU01640705","Bedrijventerrein Westermaat-Noordoost",,"GM0164","BU01640705"
"BU01640706","Bedrijventerrein Westermaat-Noordwest",,"GM0164","BU01640706"
"WK016408  ","Wijk 08 Slangenbeek",,"GM0164","WK016408"
"BU01640800","Roershoek",,"GM0164","BU01640800"
"BU01640801","Vossenbelt-Zuid",,"GM0164","BU01640801"
"BU01640802","Vossenbelt-Noord",,"GM0164","BU01640802"
"BU01640803","Het Broek",,"GM0164","BU01640803"
"BU01640804","Kristenbos",,"GM0164","BU01640804"
"BU01640805","Dalmeden",,"GM0164","BU01640805"
"WK016409  ","Wijk 09 Buitengebied",,"GM0164","WK016409"
"BU01640900","Beckum kern",,"GM0164","BU01640900"
"BU01640901","Verspreide huizen Slangenbeek",,"GM0164","BU01640901"
"BU01640902","Stadspark Weusthag-Noord",,"GM0164","BU01640902"
"BU01640903","Stadspark Weusthag-Zuid",,"GM0164","BU01640903"
"BU01640904","Verspreide huizen Driene",,"GM0164","BU01640904"
"BU01640905","Verspreide huizen Twekkelo",,"GM0164","BU01640905"
"BU01640906","Verspreide huizen Oele",,"GM0164","BU01640906"
"BU01640907","Verspreide huizen Woolde",,"GM0164","BU01640907"
"BU01640909","Verspreide huizen Beckum",,"GM0164","BU01640909"
"GM0796    ","'s-Hertogenbosch",,"GM0796","GM0796"
"WK079601  ","Binnenstad",,"GM0796","WK079601"
"BU07960101","Binnenstad-Centrum",,"GM0796","BU07960101"
"BU07960102","Binnenstad-Oost",,"GM0796","BU07960102"
"BU07960103","De Hofstad",,"GM0796","BU07960103"
"BU07960104","Binnenstad-Noord",,"GM0796","BU07960104"
"BU07960105","Het Zand",,"GM0796","BU07960105"
"BU07960106","Vughterpoort",,"GM0796","BU07960106"
"WK079602  ","Zuidoost",,"GM0796","WK079602"
"BU07960201","Het Bossche Broek",,"GM0796","BU07960201"
"BU07960202","Zuid",,"GM0796","BU07960202"
"BU07960203","Bazeldonk",,"GM0796","BU07960203"
"BU07960204","Bedrijventerrein-Zuid",,"GM0796","BU07960204"
"BU07960205","De Gestelse Buurt",,"GM0796","BU07960205"
"BU07960206","Pettelaarpark",,"GM0796","BU07960206"
"BU07960207","De Meerendonk",,"GM0796","BU07960207"
"BU07960208","Kloosterstraat",,"GM0796","BU07960208"
"BU07960209","De Bossche Pad",,"GM0796","BU07960209"
"BU07960210","Grevelingen",,"GM0796","BU07960210"
"BU07960211","Aawijk-Zuid",,"GM0796","BU07960211"
"BU07960212","Bedrijvenpark De Brand",,"GM0796","BU07960212"
"WK079603  ","Graafsepoort",,"GM0796","WK079603"
"BU07960301","De Hinthamerpoort",,"GM0796","BU07960301"
"BU07960302","Graafsebuurt-Zuid",,"GM0796","BU07960302"
"BU07960303","Aawijk-Noord",,"GM0796","BU07960303"
"BU07960304","Graafsebuurt-Noord",,"GM0796","BU07960304"
"BU07960305","Hintham-Zuid",,"GM0796","BU07960305"
"BU07960306","Hintham-Noord",,"GM0796","BU07960306"
"WK079604  ","Muntel / Vliert",,"GM0796","WK079604"
"BU07960401","De Muntel",,"GM0796","BU07960401"
"BU07960402","De Vliert",,"GM0796","BU07960402"
"BU07960403","Orthenpoort",,"GM0796","BU07960403"
"WK079605  ","Rosmalen-Zuid",,"GM0796","WK079605"
"BU07960501","Maliskamp-West",,"GM0796","BU07960501"
"BU07960502","Maliskamp-Oost",,"GM0796","BU07960502"
"BU07960503","Het Vinkel",,"GM0796","BU07960503"
"BU07960504","Binckhorst",,"GM0796","BU07960504"
"BU07960505","Sparrenburg",,"GM0796","BU07960505"
"BU07960506","Molenhoek",,"GM0796","BU07960506"
"BU07960507","A2 zone Rosmalen-Zuid",,"GM0796","BU07960507"
"WK079606  ","Rosmalen-Noord",,"GM0796","WK079606"
"BU07960601","'t Ven",,"GM0796","BU07960601"
"BU07960602","Rosmalen-Centrum",,"GM0796","BU07960602"
"BU07960603","Hondsberg",,"GM0796","BU07960603"
"BU07960604","Kruisstraat",,"GM0796","BU07960604"
"BU07960605","Bedrijventerrein Kruisstraat",,"GM0796","BU07960605"
"BU07960606","De Overlaet-Oost",,"GM0796","BU07960606"
"BU07960607","De Overlaet-West",,"GM0796","BU07960607"
"BU07960608","A2 zone Rosmalen-Noord",,"GM0796","BU07960608"
"BU07960609","Rosmalense Polder",,"GM0796","BU07960609"
"WK079607  ","De Groote Wielen",,"GM0796","WK079607"
"BU07960701","Brabantpoort",,"GM0796","BU07960701"
"BU07960702","De Groote Vliet",,"GM0796","BU07960702"
"BU07960703","Vlietdijk",,"GM0796","BU07960703"
"BU07960704","Broekland",,"GM0796","BU07960704"
"BU07960705","De Watertuinen",,"GM0796","BU07960705"
"BU07960706","De Hoven",,"GM0796","BU07960706"
"BU07960707","De Lanen",,"GM0796","BU07960707"
"BU07960798","Overig Landelijk gebied De Groote Wielen",,"GM0796","BU07960798"
"BU07960799","Landelijk gebied De Groote Wielen",,"GM0796","BU07960799"
"WK079608  ","Empel",,"GM0796","WK079608"
"BU07960801","Kom Empel",,"GM0796","BU07960801"
"BU07960802","Maasakker",,"GM0796","BU07960802"
"BU07960803","Empel-Oost",,"GM0796","BU07960803"
"BU07960804","De Koornwaard",,"GM0796","BU07960804"
"WK079609  ","Noord",,"GM0796","WK079609"
"BU07960901","De Buitenpepers",,"GM0796","BU07960901"
"BU07960902","De Herven",,"GM0796","BU07960902"
"BU07960903","Bedrijventerrein De Herven",,"GM0796","BU07960903"
"BU07960904","De Slagen",,"GM0796","BU07960904"
"BU07960905","De Haren",,"GM0796","BU07960905"
"BU07960906","De Reit",,"GM0796","BU07960906"
"BU07960907","De Donk",,"GM0796","BU07960907"
"BU07960908","De Rompert",,"GM0796","BU07960908"
"BU07960909","De Hambaken",,"GM0796","BU07960909"
"BU07960910","De Sprookjesbuurt",,"GM0796","BU07960910"
"BU07960911","De Muziekinstrumentenbuurt",,"GM0796","BU07960911"
"BU07960912","De Edelstenenbuurt",,"GM0796","BU07960912"
"BU07960913","Orthen",,"GM0796","BU07960913"
"BU07960914","Orthen-West",,"GM0796","BU07960914"
"BU07960915","Bedrijventerrein-Noord",,"GM0796","BU07960915"
"WK079610  ","Maaspoort",,"GM0796","WK079610"
"BU07961001","De Italiaanse Buurt",,"GM0796","BU07961001"
"BU07961002","Maasdal",,"GM0796","BU07961002"
"BU07961003","Abdijenbuurt",,"GM0796","BU07961003"
"BU07961004","Lokeren",,"GM0796","BU07961004"
"BU07961005","Maasstroom",,"GM0796","BU07961005"
"BU07961006","De Staatsliedenbuurt",,"GM0796","BU07961006"
"BU07961007","Het Zilverpark",,"GM0796","BU07961007"
"BU07961008","Maasvallei",,"GM0796","BU07961008"
"BU07961009","Maasoever",,"GM0796","BU07961009"
"BU07961010","Bedrijventerrein Maaspoort",,"GM0796","BU07961010"
"BU07961011","Oud Empel",,"GM0796","BU07961011"
"WK079611  ","West",,"GM0796","WK079611"
"BU07961101","Boschveld",,"GM0796","BU07961101"
"BU07961102","Paleiskwartier",,"GM0796","BU07961102"
"BU07961103","Willemspoort",,"GM0796","BU07961103"
"BU07961104","Deuteren",,"GM0796","BU07961104"
"BU07961105","De Moerputten",,"GM0796","BU07961105"
"BU07961106","De Schutskamp",,"GM0796","BU07961106"
"BU07961107","De Kruiskamp",,"GM0796","BU07961107"
"BU07961108","De Rietvelden-Oost",,"GM0796","BU07961108"
"BU07961109","De Rietvelden-West",,"GM0796","BU07961109"
"BU07961110","Veemarktkwartier",,"GM0796","BU07961110"
"BU07961111","Ertveld",,"GM0796","BU07961111"
"WK079612  ","Engelen",,"GM0796","WK079612"
"BU07961201","Kom Engelen",,"GM0796","BU07961201"
"BU07961202","De Vutter",,"GM0796","BU07961202"
"BU07961203","Henriëttewaard",,"GM0796","BU07961203"
"BU07961204","De Haverleij",,"GM0796","BU07961204"
"BU07961205","Bokhoven",,"GM0796","BU07961205"
"BU07961206","Engelermeer",,"GM0796","BU07961206"
"WK079613  ","Nuland",,"GM0796","WK079613"
"BU07961301","Kom Nuland",,"GM0796","BU07961301"
"BU07961302","Bedrijventerrein Nuland",,"GM0796","BU07961302"
"BU07961303","De Lage Kant",,"GM0796","BU07961303"
"BU07961304","Heeseind",,"GM0796","BU07961304"
"BU07961399","Landelijk gebied Nuland",,"GM0796","BU07961399"
"WK079614  ","Vinkel",,"GM0796","WK079614"
"BU07961401","Kom Vinkel",,"GM0796","BU07961401"
"BU07961402","Vinkeloord",,"GM0796","BU07961402"
"BU07961499","Landelijk gebied Vinkel",,"GM0796","BU07961499"
"GM0252    ","Heumen",,"GM0252","GM0252"
"WK025200  ","Wijk 00 Heumen",,"GM0252","WK025200"
"BU02520000","Heumen",,"GM0252","BU02520000"
"BU02520001","Malden-West",,"GM0252","BU02520001"
"BU02520002","Malden-Oost",,"GM0252","BU02520002"
"BU02520003","Broekkant en Droge",,"GM0252","BU02520003"
"BU02520004","Molenhoek",,"GM0252","BU02520004"
"BU02520005","Kluis",,"GM0252","BU02520005"
"BU02520006","Verspreide huizen Malden",,"GM0252","BU02520006"
"BU02520007","Verspr.h. bosgebied ten oosten kanaal","Verspreide huizen bosgebied ten oosten kanaal","GM0252","BU02520007"
"BU02520008","Verspreide huizen Heumen",,"GM0252","BU02520008"
"BU02520009","Verspr.h. bosgebied ten westen kanaal","Verspreide huizen bosgebied ten westen kanaal","GM0252","BU02520009"
"WK025201  ","Wijk 01 Overasselt",,"GM0252","WK025201"
"BU02520100","Overasselt",,"GM0252","BU02520100"
"BU02520101","Nederasselt",,"GM0252","BU02520101"
"BU02520103","Verspreide huizen Overasseltse Broek",,"GM0252","BU02520103"
"BU02520104","Verspr.h. Overasseltse Uiterwaarden","Verspreide huizen Overasseltse Uiterwaarden","GM0252","BU02520104"
"BU02520105","Verspreide huizen Valenberg en Heide",,"GM0252","BU02520105"
"BU02520106","Verspreide huizen Nederasseltse Broek",,"GM0252","BU02520106"
"BU02520107","Verspreide huizen Worsum",,"GM0252","BU02520107"
"BU02520108","Verspr.h. in de polder Balgoij en Einde","Verspreide huizen in de polder Balgoij en Einde","GM0252","BU02520108"
"BU02520109","Verspr.h. Nederasseltse Uiterwaarden","Verspreide huizen Nederasseltse Uiterwaarden","GM0252","BU02520109"
"GM0797    ","Heusden",,"GM0797","GM0797"
"WK079701  ","Wijk 01 Drunen",,"GM0797","WK079701"
"BU07970101","Braken-West",,"GM0797","BU07970101"
"BU07970102","Braken-Oost",,"GM0797","BU07970102"
"BU07970103","Centrum Drunen",,"GM0797","BU07970103"
"BU07970104","Venne-West",,"GM0797","BU07970104"
"BU07970105","Venne-Oost",,"GM0797","BU07970105"
"WK079702  ","Wijk 02 Elshout",,"GM0797","WK079702"
"BU07970200","Elshout",,"GM0797","BU07970200"
"WK079703  ","Wijk 03 Haarsteeg",,"GM0797","WK079703"
"BU07970300","Haarsteeg",,"GM0797","BU07970300"
"WK079704  ","Wijk 04 Nieuwkuijk",,"GM0797","WK079704"
"BU07970400","Nieuwkuijk",,"GM0797","BU07970400"
"WK079705  ","Wijk 05 Vlijmen",,"GM0797","WK079705"
"BU07970501","Vijfhoeven",,"GM0797","BU07970501"
"BU07970502","Vlijmen-Dorp",,"GM0797","BU07970502"
"BU07970503","Vliedberg",,"GM0797","BU07970503"
"WK079706  ","Wijk 06 Doeveren",,"GM0797","WK079706"
"BU07970600","Doeveren",,"GM0797","BU07970600"
"WK079707  ","Wijk 07 Hedikthuizen",,"GM0797","WK079707"
"BU07970700","Hedikhuizen",,"GM0797","BU07970700"
"WK079708  ","Wijk 08 Heesbeen",,"GM0797","WK079708"
"BU07970800","Heesbeen",,"GM0797","BU07970800"
"WK079709  ","Wijk 09 Herpt",,"GM0797","WK079709"
"BU07970900","Herpt",,"GM0797","BU07970900"
"WK079710  ","Wijk 10 Heusden",,"GM0797","WK079710"
"BU07971000","Heusden",,"GM0797","BU07971000"
"WK079711  ","Wijk 11 Oudheusden",,"GM0797","WK079711"
"BU07971100","Oudheusden",,"GM0797","BU07971100"
"GM0534    ","Hillegom",,"GM0534","GM0534"
"WK053401  ","Centrum",,"GM0534","WK053401"
"BU05340101","Centrum",,"GM0534","BU05340101"
"BU05340102","Brouwerlaankwartier",,"GM0534","BU05340102"
"BU05340103","Meer en Dorp",,"GM0534","BU05340103"
"BU05340104","Vosselaankwartier",,"GM0534","BU05340104"
"BU05340105","De Zanderij",,"GM0534","BU05340105"
"BU05340106","Bedrijventerrein Hillegommerbeek",,"GM0534","BU05340106"
"BU05340107","Ringoevers",,"GM0534","BU05340107"
"WK053402  ","Noord",,"GM0534","WK053402"
"BU05340201","Weerestein",,"GM0534","BU05340201"
"BU05340202","Patrimonium",,"GM0534","BU05340202"
"BU05340203","Treslong",,"GM0534","BU05340203"
"BU05340204","Bedrijventerrein Horst ten Daal",,"GM0534","BU05340204"
"BU05340205","Bedrijventerrein Treslong",,"GM0534","BU05340205"
"BU05340206","Vossepolder",,"GM0534","BU05340206"
"WK053403  ","Elsbroek",,"GM0534","WK053403"
"BU05340301","Leidsestraat",,"GM0534","BU05340301"
"BU05340302","Olympiakwartier",,"GM0534","BU05340302"
"BU05340303","Schilderskwartier",,"GM0534","BU05340303"
"BU05340304","Wendes",,"GM0534","BU05340304"
"BU05340305","Hemen",,"GM0534","BU05340305"
"WK053404  ","Buitengebied",,"GM0534","WK053404"
"BU05340401","De Polders",,"GM0534","BU05340401"
"BU05340402","Buitengebied",,"GM0534","BU05340402"
"BU05340403","Elsbroekerpolder",,"GM0534","BU05340403"
"BU05340404","Bedrijventerrein Hillegom-Zuid",,"GM0534","BU05340404"
"GM0798    ","Hilvarenbeek",,"GM0798","GM0798"
"WK079800  ","Wijk 00 Hilvarenbeek",,"GM0798","WK079800"
"BU07980000","Hilvarenbeek",,"GM0798","BU07980000"
"BU07980009","Verspreide huizen Hilvarenbeek",,"GM0798","BU07980009"
"WK079801  ","Wijk 01 Esbeek",,"GM0798","WK079801"
"BU07980100","Esbeek",,"GM0798","BU07980100"
"BU07980109","Verspreide huizen Esbeek",,"GM0798","BU07980109"
"WK079802  ","Wijk 02 Biest-Houtakker",,"GM0798","WK079802"
"BU07980200","Biest-Houtakker",,"GM0798","BU07980200"
"BU07980209","Verspreide huizen Biest-Houtakker",,"GM0798","BU07980209"
"WK079803  ","Wijk 03 Diessen",,"GM0798","WK079803"
"BU07980300","Diessen",,"GM0798","BU07980300"
"BU07980301","Baarschot",,"GM0798","BU07980301"
"BU07980309","Verspreide huizen Baarschot",,"GM0798","BU07980309"
"WK079804  ","Wijk 04 Haghorst",,"GM0798","WK079804"
"BU07980400","Haghorst",,"GM0798","BU07980400"
"BU07980409","Verspreide huizen Haghorst",,"GM0798","BU07980409"
"GM0402    ","Hilversum",,"GM0402","GM0402"
"WK040201  ","Centrum",,"GM0402","WK040201"
"BU04020101","Centrum",,"GM0402","BU04020101"
"BU04020102","Havenstraatbuurt",,"GM0402","BU04020102"
"BU04020103","Sint Vitusbuurt",,"GM0402","BU04020103"
"BU04020104","Langgewenstbuurt",,"GM0402","BU04020104"
"WK040202  ","Noordwest",,"GM0402","WK040202"
"BU04020201","Boomberg",,"GM0402","BU04020201"
"BU04020202","Raadhuiskwartier",,"GM0402","BU04020202"
"BU04020203","Trompenberg-Zuid",,"GM0402","BU04020203"
"BU04020204","Villaparken",,"GM0402","BU04020204"
"BU04020205","Trompenberg-Noord",,"GM0402","BU04020205"
"BU04020206","Media Park",,"GM0402","BU04020206"
"WK040203  ","Zuidwest",,"GM0402","WK040203"
"BU04020301","Havenkwartier",,"GM0402","BU04020301"
"BU04020302","Het Rode Dorp",,"GM0402","BU04020302"
"BU04020303","Zeverijn",,"GM0402","BU04020303"
"BU04020304","Kerkelanden",,"GM0402","BU04020304"
"WK040204  ","Zuid",,"GM0402","WK040204"
"BU04020401","Bloemenkwartier Noord",,"GM0402","BU04020401"
"BU04020402","Bloemenkwartier Zuid",,"GM0402","BU04020402"
"BU04020403","Schrijverskwartier",,"GM0402","BU04020403"
"BU04020404","Staatsliedenkwartier",,"GM0402","BU04020404"
"BU04020405","Zeeheldenkwartier",,"GM0402","BU04020405"
"WK040205  ","Zuidoost",,"GM0402","WK040205"
"BU04020501","Schilderskwartier",,"GM0402","BU04020501"
"BU04020502","'t Hoogt van 't Kruis",,"GM0402","BU04020502"
"BU04020503","Arenaparkkwartier",,"GM0402","BU04020503"
"BU04020504","West-Indiëkwartier",,"GM0402","BU04020504"
"BU04020505","Van Riebeeckkwartier",,"GM0402","BU04020505"
"BU04020506","Egelshoek",,"GM0402","BU04020506"
"WK040206  ","Oost",,"GM0402","WK040206"
"BU04020601","Geuzenbuurt",,"GM0402","BU04020601"
"BU04020602","Electrobuurt",,"GM0402","BU04020602"
"BU04020603","Kleine Driftbuurt",,"GM0402","BU04020603"
"BU04020604","Liebergen",,"GM0402","BU04020604"
"BU04020605","Astronomische Buurt",,"GM0402","BU04020605"
"BU04020606","Anna's Hoeve",,"GM0402","BU04020606"
"WK040207  ","Noordoost",,"GM0402","WK040207"
"BU04020701","Johannes Geradtswegbuurt",,"GM0402","BU04020701"
"BU04020702","Erfgooiersbuurt",,"GM0402","BU04020702"
"BU04020703","Noord",,"GM0402","BU04020703"
"BU04020704","AZC Crailo",,"GM0402","BU04020704"
"WK040208  ","Hilversumse Meent",,"GM0402","WK040208"
"BU04020801","Hilversumse Meent",,"GM0402","BU04020801"
"WK040209  ","Landelijk Gebied",,"GM0402","WK040209"
"BU04020901","Landelijk Gebied 91",,"GM0402","BU04020901"
"BU04020902","Landelijk Gebied 92",,"GM0402","BU04020902"
"BU04020903","Landelijk Gebied 93",,"GM0402","BU04020903"
"BU04020904","Landelijk Gebied 94",,"GM0402","BU04020904"
"BU04020905","Landelijk Gebied 95",,"GM0402","BU04020905"
"BU04020906","Landelijk Gebied 96",,"GM0402","BU04020906"
"BU04020907","Landelijk Gebied 97",,"GM0402","BU04020907"
"GM1735    ","Hof van Twente",,"GM1735","GM1735"
"WK173500  ","Wijk 00 Goor",,"GM1735","WK173500"
"BU17350000","Centrum-Goor",,"GM1735","BU17350000"
"BU17350001","De Whee I",,"GM1735","BU17350001"
"BU17350002","Bungalow-wijk",,"GM1735","BU17350002"
"BU17350003","Heeckeren",,"GM1735","BU17350003"
"BU17350004","Dr. Schaepmanbuurt",,"GM1735","BU17350004"
"BU17350005","Gijmink",,"GM1735","BU17350005"
"BU17350006","Waterhoek",,"GM1735","BU17350006"
"BU17350007","Industriegebied Spechthorst I",,"GM1735","BU17350007"
"BU17350008","De Meene",,"GM1735","BU17350008"
"BU17350009","Industriegebied Kevelhammerhoek",,"GM1735","BU17350009"
"WK173501  ","Wijk 01 De Whee II",,"GM1735","WK173501"
"BU17350100","De Whee II-Noord",,"GM1735","BU17350100"
"BU17350101","De Whee II-Zuid",,"GM1735","BU17350101"
"BU17350102","Industriegebied Spechthorst II",,"GM1735","BU17350102"
"BU17350109","Kerspel",,"GM1735","BU17350109"
"WK173502  ","Wijk 02 Markelo",,"GM1735","WK173502"
"BU17350200","Markelo",,"GM1735","BU17350200"
"BU17350206","Verspreide huizen Markelerbroek",,"GM1735","BU17350206"
"BU17350207","Verspreide huizen Stokkum",,"GM1735","BU17350207"
"BU17350208","Verspreide huizen Herike",,"GM1735","BU17350208"
"BU17350209","Verspreide huizen Markelo",,"GM1735","BU17350209"
"WK173503  ","Wijk 03 Verspr.h. Kerspel en omgeving","Wijk 03 Verspreide huizen Kerspel en omgeving","GM1735","WK173503"
"BU17350309","Verspreide huizen Kerspel en Goor",,"GM1735","BU17350309"
"WK173504  ","Wijk 04 Elsen",,"GM1735","WK173504"
"BU17350407","Verspreide huizen Elsen",,"GM1735","BU17350407"
"BU17350408","Verspreide huizen Elsenerbroek",,"GM1735","BU17350408"
"BU17350409","Verspreide huizen Elzenerveen en Borkeld",,"GM1735","BU17350409"
"WK173505  ","Wijk 05 Diepenheim",,"GM1735","WK173505"
"BU17350500","Diepenheim-Noord",,"GM1735","BU17350500"
"BU17350501","Diepenheim-Zuid",,"GM1735","BU17350501"
"BU17350508","Verspreide huizen Markvelde",,"GM1735","BU17350508"
"BU17350509","Verspreide huizen Kerspel en Schipbeek",,"GM1735","BU17350509"
"WK173506  ","Wijk 06 Delden",,"GM1735","WK173506"
"BU17350600","Delden-Centrum",,"GM1735","BU17350600"
"BU17350601","Oud Zuiderhagen",,"GM1735","BU17350601"
"BU17350602","Greekerinckskamp",,"GM1735","BU17350602"
"BU17350603","'t Kip",,"GM1735","BU17350603"
"BU17350604","Schoppenstee",,"GM1735","BU17350604"
"BU17350605","Vogelweiden",,"GM1735","BU17350605"
"BU17350606","Hooijerinkses",,"GM1735","BU17350606"
"BU17350607","Sint Annabrink",,"GM1735","BU17350607"
"BU17350608","Rupertserf",,"GM1735","BU17350608"
"BU17350609","Vossenbrink en De Braak",,"GM1735","BU17350609"
"WK173507  ","Wijk 07 Overig Delden",,"GM1735","WK173507"
"BU17350700","Industrieterrein-Delden",,"GM1735","BU17350700"
"BU17350709","Verspreide huizen Deldeneresch",,"GM1735","BU17350709"
"WK173508  ","Wijk 08 Hengevelde",,"GM1735","WK173508"
"BU17350800","Hengevelde",,"GM1735","BU17350800"
"BU17350805","Verspreide huizen Hengevelde",,"GM1735","BU17350805"
"BU17350806","Verspreide huizen Deldeneresch",,"GM1735","BU17350806"
"BU17350807","Verspreide huizen Deldenerbroek",,"GM1735","BU17350807"
"BU17350808","Verspreide huizen Azelo",,"GM1735","BU17350808"
"BU17350809","Verspreide huizen Zeldam",,"GM1735","BU17350809"
"WK173509  ","Wijk 09 Bentelo",,"GM1735","WK173509"
"BU17350900","Bentelo kern",,"GM1735","BU17350900"
"BU17350908","Verspreide huizen Wiene",,"GM1735","BU17350908"
"BU17350909","Verspreide huizen Bentelo",,"GM1735","BU17350909"
"GM1911    ","Hollands Kroon",,"GM1911","GM1911"
"WK191100  ","Wijk 00 Winkel",,"GM1911","WK191100"
"BU19110000","Winkel",,"GM1911","BU19110000"
"BU19110001","Lutjewinkel",,"GM1911","BU19110001"
"BU19110002","De Weere (gedeeltelijk)",,"GM1911","BU19110002"
"BU19110003","Langereis (gedeeltelijk)",,"GM1911","BU19110003"
"BU19110009","Verspreide huizen in de Groetpolder",,"GM1911","BU19110009"
"WK191101  ","Wijk 01 Nieuwe-Niedorp",,"GM1911","WK191101"
"BU19110100","Nieuwe-Niedorp",,"GM1911","BU19110100"
"BU19110101","Terdiek",,"GM1911","BU19110101"
"BU19110102","Langereis (gedeeltelijk)",,"GM1911","BU19110102"
"BU19110103","'t Veld en De Kampen",,"GM1911","BU19110103"
"BU19110104","Wateringskant",,"GM1911","BU19110104"
"BU19110105","Moerbeek",,"GM1911","BU19110105"
"WK191102  ","Wijk 02 Oude-Niedorp",,"GM1911","WK191102"
"BU19110200","Oude-Niedorp",,"GM1911","BU19110200"
"BU19110201","'t Veld en De Weel (gedeeltelijk)",,"GM1911","BU19110201"
"BU19110202","Zijdewind",,"GM1911","BU19110202"
"BU19110203","Westermoerbeek (gedeeltelijk)",,"GM1911","BU19110203"
"BU19110209","Verspreide huizen in De Kampen",,"GM1911","BU19110209"
"WK191103  ","Wijk 03 Barsingerhorn en omgeving",,"GM1911","WK191103"
"BU19110300","Barsingerhorn",,"GM1911","BU19110300"
"BU19110301","Kolhorn",,"GM1911","BU19110301"
"BU19110302","Haringhuizen",,"GM1911","BU19110302"
"BU19110306","Verspreide huizen Westermoerbeek (ged.)","Verspreide huizen Westermoerbeek (gedeeltelijk)","GM1911","BU19110306"
"BU19110307","Verspreide huizen Westfriese Zeedijk",,"GM1911","BU19110307"
"WK191104  ","Wijk 04 Wieringen",,"GM1911","WK191104"
"BU19110400","Hippolytushoef",,"GM1911","BU19110400"
"BU19110401","Den Oever",,"GM1911","BU19110401"
"BU19110402","Oosterland",,"GM1911","BU19110402"
"BU19110403","Westerland",,"GM1911","BU19110403"
"BU19110404","De Haukes",,"GM1911","BU19110404"
"BU19110405","Stroe",,"GM1911","BU19110405"
"BU19110406","Oosterklief en Westerklief",,"GM1911","BU19110406"
"BU19110407","Verspreide huizen Hippolytushoeverpolder",,"GM1911","BU19110407"
"BU19110408","Verspreide huizen Oeverpolder",,"GM1911","BU19110408"
"BU19110409","Verspreide huizen Waard-Nieuwlandpolder",,"GM1911","BU19110409"
"WK191105  ","Wijk 05 Wieringermeer",,"GM1911","WK191105"
"BU19110500","Wieringerwerf",,"GM1911","BU19110500"
"BU19110501","Schepenwijk, Waddenwijk en Oosterterp",,"GM1911","BU19110501"
"BU19110502","Middenmeer",,"GM1911","BU19110502"
"BU19110503","Slootdorp",,"GM1911","BU19110503"
"BU19110504","Kreileroord",,"GM1911","BU19110504"
"BU19110506","Verspreide huizen Wieringerwerf",,"GM1911","BU19110506"
"BU19110507","Verspreide huizen Middenmeer",,"GM1911","BU19110507"
"BU19110508","Verspreide huizen Slootdorp",,"GM1911","BU19110508"
"BU19110509","Verspreide huizen Kreileroord",,"GM1911","BU19110509"
"WK191106  ","Wijk 06",,"GM1911","WK191106"
"BU19110600","Kleine Sluis inclusief Spoorbuurt",,"GM1911","BU19110600"
"BU19110601","Gelderse Buurt en omgeving",,"GM1911","BU19110601"
"BU19110602","Breezand",,"GM1911","BU19110602"
"BU19110603","Van Ewijcksluis",,"GM1911","BU19110603"
"BU19110604","Oostpolder",,"GM1911","BU19110604"
"WK191107  ","Wijk 07 Wieringerwaard en omgeving",,"GM1911","WK191107"
"BU19110700","Wieringerwaard",,"GM1911","BU19110700"
"BU19110701","Nieuwesluis",,"GM1911","BU19110701"
"BU19110702","Buitengebied Wieringerwaard",,"GM1911","BU19110702"
"GM0118    ","Hoogeveen",,"GM0118","GM0118"
"WK011850  ","Wijk 50 Hoogeveen",,"GM0118","WK011850"
"BU01185000","Centrum",,"GM0118","BU01185000"
"BU01185001","Noord",,"GM0118","BU01185001"
"BU01185002","Bentinckspark",,"GM0118","BU01185002"
"BU01185003","Krakeel",,"GM0118","BU01185003"
"BU01185004","Wolfsbos",,"GM0118","BU01185004"
"BU01185005","Zuid",,"GM0118","BU01185005"
"BU01185006","Venesluis",,"GM0118","BU01185006"
"BU01185007","West",,"GM0118","BU01185007"
"BU01185008","Oost",,"GM0118","BU01185008"
"WK011851  ","Wijk 51 De Weide",,"GM0118","WK011851"
"BU01185100","Steenbergerweiden",,"GM0118","BU01185100"
"BU01185101","Kinholt",,"GM0118","BU01185101"
"BU01185102","Grittenhof",,"GM0118","BU01185102"
"BU01185103","Schoonvelde-West",,"GM0118","BU01185103"
"BU01185104","Schoonvelde-Oost",,"GM0118","BU01185104"
"BU01185105","Schutlanden-Oost",,"GM0118","BU01185105"
"BU01185106","Schutlanden-West",,"GM0118","BU01185106"
"BU01185107","Kattouw",,"GM0118","BU01185107"
"BU01185108","Trasselt",,"GM0118","BU01185108"
"BU01185109","Erflanden",,"GM0118","BU01185109"
"WK011852  ","Wijke 52 Fluitenberg",,"GM0118","WK011852"
"BU01185200","Fluitenberg kern",,"GM0118","BU01185200"
"BU01185201","Verspreide huizen Fluitenberg",,"GM0118","BU01185201"
"WK011853  ","Wijk 53 Elim",,"GM0118","WK011853"
"BU01185300","Elim Kern",,"GM0118","BU01185300"
"BU01185301","Verspreide huizen Elim-Noord",,"GM0118","BU01185301"
"BU01185302","Verspreide huizen Elim-Zuid",,"GM0118","BU01185302"
"WK011854  ","Wijk 54 Hollandscheveld",,"GM0118","WK011854"
"BU01185400","Hollandscheveld kern",,"GM0118","BU01185400"
